RouteDataID,Route,RouteName,RouteTypeID,RouteTypeDetailID,Active,AOU,CountryNum,StateNum,RPID,Stratum,BCR,Month,Day,Year,StartTime,EndTime,Count10,Count20,Count30,Count40,Count50,StopTotal,SpeciesTotal,RecordedCar,TotalCarObs,NoiseDetected,Seq,English_Common_Name,French_Common_Name,Order,Family,Genus,Species,scientific_name,State_Trend,BCR_trend,NearestStation,DATE_YYYYMMDD,PRCP,TMAX,TMIN,geometry,
6231666,362,BEAVER CREEK,1,1,1,4200,840,83,101,54,19,6,1,1997,601,922,6,3,7,6,2,14,24,NULL,19,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Increasing,USC00412633,19970601,0,NA,NA,c(-98.9734152, 33.8940928)
6231668,372,SKELLYTOWN,1,1,1,4200,840,83,101,54,18,6,18,1997,602,955,4,0,0,0,1,5,5,NULL,33,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00417116,19970618,NA,NA,NA,c(-101.1865919, 35.7361327)
6231669,374,TWICHELL,1,1,1,4200,840,83,101,55,18,7,1,1997,610,949,0,0,1,0,0,1,1,NULL,40,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,US1TXOC0002,19970701,NA,NA,NA,c(-100.7308439, 36.4347007)
6231859,19,RUSH,1,1,1,4200,840,17,101,36,18,6,9,1999,500,1030,0,0,0,2,16,11,18,1,10,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,USC00057287,19990609,1.8,21.7,8.3,c(-104.0920409, 38.8398807)
6231874,57,VILLEGREEN,1,1,1,4200,840,17,101,87,18,6,15,1999,502,1030,0,0,0,3,1,3,4,1,2,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,USW00003091,19990615,NA,NA,NA,c(-103.5204699, 37.2182707)
6231879,22,GRAY,1,1,1,4200,840,38,101,34,19,6,13,1998,543,950,12,0,0,0,0,4,12,1,35,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,USC00140620,19980613,0,NA,NA,c(-99.6617889, 38.2040337)
6231879,22,GRAY,1,1,1,4230,840,38,101,34,19,6,13,1998,543,950,0,7,0,0,0,1,7,1,35,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,USC00140620,19980613,0,NA,NA,c(-99.6617889, 38.2040337)
6231883,32,COVERT,1,1,1,4230,840,38,101,34,19,6,13,1998,536,938,0,0,2,0,0,1,2,1,5,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,USC00146088,19980613,NA,NA,NA,c(-98.7508415, 39.3447742)
6231883,32,COVERT,1,1,1,4200,840,38,101,34,19,6,13,1998,536,938,28,0,0,0,1,9,29,1,5,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,USC00146088,19980613,NA,NA,NA,c(-98.7508415, 39.3447742)
6231883,32,COVERT,1,1,1,6160,840,38,101,34,19,6,13,1998,536,938,0,0,0,0,1,1,1,1,5,0,931,Bank Swallow,Hirondelle de rivage,Passeriformes,Hirundinidae,Riparia,riparia,Riparia riparia,NA,Increasing,USC00146088,19980613,NA,NA,NA,c(-98.7508415, 39.3447742)
6231918,221,NEEGRANDE,1,1,1,4200,840,17,101,36,18,6,4,1999,455,942,0,0,2,6,2,10,10,NULL,4,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,US1COKW0021,19990604,NA,NA,NA,c(-102.7381166, 38.2958688)
6231927,319,ELLICOTT,1,1,1,4200,840,17,101,36,18,6,15,1999,505,910,13,0,0,0,0,5,13,1,75,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,US1COEP0448,19990615,NA,NA,NA,c(-104.4588733, 38.5495769)
6231932,1,OLD MILO,1,1,1,4230,840,7,101,4,25,6,10,1998,530,952,4,3,0,3,3,8,13,1,205,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,USC00032598,19980610,NA,NA,NA,c(-91.8906744, 33.3121558)
6231948,32,ROSSTON,1,1,1,4200,840,67,101,34,19,6,29,1998,549,955,1,1,0,0,0,2,2,1,25,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,USC00345635,19980629,NA,NA,NA,c(-99.7284459, 36.7098467)
6231949,35,BEAVER,1,1,1,4200,840,67,101,34,19,6,29,1998,553,909,5,5,0,0,0,5,10,1,31,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,USC00340593,19980629,0,43.3,24.4,c(-100.6138549, 36.8049077)
6231981,312,BENNETT,1,1,1,4200,840,17,101,36,18,6,15,1999,500,909,6,0,0,0,0,2,6,1,71,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,USC00050620,19990615,NA,NA,NA,c(-104.3773535, 39.7238537)
6232043,23,KATY,1,1,1,4200,840,83,101,6,37,6,15,1998,603,1036,2,4,0,0,0,5,6,1,63,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00414703,19980615,NA,NA,NA,c(-95.831598, 29.7863554)
6232043,23,KATY,1,1,1,4230,840,83,101,6,37,6,15,1998,603,1036,1,0,0,0,0,1,1,1,63,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,USC00414703,19980615,NA,NA,NA,c(-95.831598, 29.7863554)
6232160,12,KIOWA,1,1,0,4200,840,17,101,87,18,6,3,1999,501,1025,10,0,0,1,0,8,11,1,144,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,US1COEL0079,19990603,NA,NA,NA,c(-104.3691567, 39.3798417)
6232170,44,BETHUNE,1,1,1,4200,840,17,101,36,18,6,3,1999,455,940,7,0,0,0,0,6,7,NULL,21,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,US1COKC0097,19990603,NA,NA,NA,c(-102.4274519, 39.3883077)
6232177,206,STONEHAM,1,1,1,4200,840,17,101,36,18,6,13,1999,452,959,1,0,0,0,0,1,1,1,2,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,US1COLG0061,19990613,NA,NA,NA,c(-103.6580889, 40.5807997)
6232182,10,COLDWATER,1,1,1,4200,840,38,101,34,19,6,19,1998,546,1010,7,0,0,0,1,5,8,NULL,11,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,US1KSCM0009,19980619,NA,NA,NA,c(-99.2722929, 37.1645227)
6232201,30,HOLLENBERG,1,1,1,4200,840,38,101,34,19,6,16,1998,532,941,4,0,1,3,0,7,8,1,15,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,US1KSWS0005,19980616,NA,NA,NA,c(-97.0124144, 39.9367553)
6232205,35,LOGAN,1,1,1,4200,840,38,101,34,19,6,11,1998,540,1037,2,2,0,0,0,3,4,1,25,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,USC00144775,19980611,2,NA,NA,c(-99.6464549, 39.7266067)
6232206,338,DURAN,1,1,0,4200,840,83,101,53,21,5,3,1998,617,1018,1,0,0,0,0,1,1,NULL,4,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00416140,19980503,0,NA,NA,c(-98.6520699, 31.6159517)
6232209,36,GOVE,1,1,1,4200,840,38,101,34,19,6,20,1998,547,915,7,0,0,0,0,3,7,1,6,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,US1KSGO0013,19980620,NA,NA,NA,c(-100.2439639, 38.9009177)
6232209,36,GOVE,1,1,1,4230,840,38,101,34,19,6,20,1998,547,915,1,1,0,11,0,5,13,1,6,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,US1KSGO0013,19980620,NA,NA,NA,c(-100.2439639, 38.9009177)
6232210,28,BOERNE,1,1,1,4200,840,83,101,53,20,6,11,1998,604,1015,1,0,0,0,0,1,1,1,44,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,US1TXKN0094,19980611,NA,NA,NA,c(-98.6494589, 29.8739777)
6232210,28,BOERNE,1,1,1,4230,840,83,101,53,20,6,11,1998,604,1015,0,0,0,0,3,1,3,1,44,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,US1TXKN0094,19980611,NA,NA,NA,c(-98.6494589, 29.8739777)
6232211,45,CALEDONIA,1,1,1,4230,840,83,101,4,25,5,31,1998,543,1019,3,0,8,1,7,6,19,1,4,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,US1TXPN0003,19980531,NA,NA,NA,c(-94.5202804, 31.8819446)
6232214,55,WINCHELL,1,1,1,4230,840,83,101,53,19,6,21,1998,604,1015,0,0,0,0,2,1,2,1,23,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,USC00419816,19980621,NA,NA,NA,c(-99.1642919, 31.5020577)
6232214,55,WINCHELL,1,1,1,4200,840,83,101,53,19,6,21,1998,604,1015,2,0,0,0,0,1,2,1,23,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Increasing,USC00419816,19980621,NA,NA,NA,c(-99.1642919, 31.5020577)
6232215,65,GRAFORD,1,1,1,4230,840,83,101,33,21,6,9,1998,556,1000,0,0,1,0,0,1,1,1,111,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,USC00417205,19980609,NA,NA,NA,c(-98.389974, 32.9898499)
6232215,65,GRAFORD,1,1,1,4200,840,83,101,33,21,6,9,1998,556,1000,4,1,0,0,0,4,5,1,111,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00417205,19980609,NA,NA,NA,c(-98.389974, 32.9898499)
6232222,87,LONGFELLOW,1,1,1,4200,840,83,101,56,35,5,27,1998,617,1011,5,1,0,0,2,6,8,1,51,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00418022,19980527,0,35,20,c(-102.4086864, 30.1465918)
6232224,100,CHANNING,1,1,0,4200,840,83,101,54,18,6,1,1998,604,1018,5,0,3,2,2,12,12,1,334,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00415887,19980601,NA,NA,NA,c(-102.249269, 35.7506355)
6232227,102,TEXLINE,1,1,1,4200,840,83,101,55,18,6,14,1998,601,957,2,0,0,2,1,4,5,1,1,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00418964,19980614,NA,NA,NA,c(-103.0224928, 36.3795334)
6232231,214,FANNIN,1,1,1,4200,840,83,101,6,21,5,31,1998,610,1055,0,0,4,0,0,3,4,1,17,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,US1TXGD0019,19980531,NA,NA,NA,c(-97.2202749, 28.781686)
6232231,214,FANNIN,1,1,1,4230,840,83,101,6,21,5,31,1998,610,1055,0,0,0,0,2,1,2,1,17,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,US1TXGD0019,19980531,NA,NA,NA,c(-97.2202749, 28.781686)
6232235,311,PORT ACRES,1,1,1,4230,840,83,101,6,37,5,31,1998,548,947,1,0,8,3,0,5,12,1,99,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,USW00012917,19980531,0,35.6,23.9,c(-94.0432501, 29.9141577)
6232235,311,PORT ACRES,1,1,1,4200,840,83,101,6,37,5,31,1998,548,947,3,1,0,0,0,3,4,1,99,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USW00012917,19980531,0,35.6,23.9,c(-94.0432501, 29.9141577)
6232240,321,FRED,1,1,1,4230,840,83,101,3,25,6,5,1998,558,1033,0,2,0,3,2,5,7,1,18,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,US1TXTR0012,19980605,NA,NA,NA,c(-94.1845047, 30.5957539)
6232241,328,DEVILS R CYN,1,1,1,4200,840,83,101,56,35,6,16,1998,613,1009,10,5,0,0,0,12,15,1,10,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,US1TXVV0009,19980616,NA,NA,NA,c(-101.322565, 30.142815)
6232245,363,GIRARD,1,1,1,4200,840,83,101,54,19,5,25,1998,601,1045,7,0,0,0,0,6,7,1,8,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Increasing,USC00414570,19980525,12.7,28.3,15.6,c(-100.6989509, 33.3563297)
6232245,363,GIRARD,1,1,1,4230,840,83,101,54,19,5,25,1998,601,1045,0,0,5,0,0,1,5,1,8,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,USC00414570,19980525,12.7,28.3,15.6,c(-100.6989509, 33.3563297)
6232248,373,DALHART,1,1,1,4200,840,83,101,55,18,6,10,1998,606,1003,3,0,0,0,0,2,3,1,5,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00412239,19980610,NA,NA,NA,c(-102.5674219, 35.9930757)
6232294,7,ARDMORE,1,1,1,4230,840,67,101,33,21,6,8,1998,546,1005,0,0,0,2,0,1,2,1,16,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,US1OKCR0004,19980608,NA,NA,NA,c(-97.2128782, 34.1364298)
6232297,17,NOBLE,1,1,1,4230,840,67,101,33,21,6,16,1998,542,1025,0,1,1,0,0,2,2,0,81,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,US1OKCV0177,19980616,NA,NA,NA,c(-97.4236139, 35.1750957)
6232299,30,TEGARDEN,1,1,1,4200,840,67,101,34,19,6,21,1998,545,1036,0,3,0,0,0,2,3,1,5,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,USC00349404,19980621,0,40.6,20,c(-98.9715489, 36.6600227)
6232303,68,WOODWARD,1,1,1,4200,840,67,101,34,19,6,30,1998,549,1009,4,7,2,0,0,8,13,1,20,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,USC00340332,19980630,0,38.3,22.8,c(-99.5786444, 36.2392945)
6232305,69,CLEAR LAKE,1,1,1,4200,840,67,101,34,18,6,30,1998,553,913,7,9,0,0,0,9,16,1,33,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,USC00412282,19980630,0,NA,NA,c(-100.3431859, 36.5291627)
6232353,11,ASHLAND,1,1,1,4230,840,38,101,34,19,6,26,1998,546,925,0,0,0,1,0,1,1,1,24,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,US1KSCA0009,19980626,NA,NA,NA,c(-99.7413179, 37.1334087)
6232353,11,ASHLAND,1,1,1,4200,840,38,101,34,19,6,26,1998,546,925,5,8,1,1,0,11,15,1,24,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,US1KSCA0009,19980626,NA,NA,NA,c(-99.7413179, 37.1334087)
6232360,16,CHOCTAW,1,1,1,4200,840,67,101,33,21,5,31,1998,544,1011,4,0,0,0,0,4,4,1,81,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,USC00346664,19980531,NA,NA,NA,c(-97.478191, 35.551189)
6232360,16,CHOCTAW,1,1,1,4230,840,67,101,33,21,5,31,1998,544,1011,9,0,4,4,1,10,18,1,81,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,USC00346664,19980531,NA,NA,NA,c(-97.478191, 35.551189)
6232373,31,UTOPIA,1,1,1,4200,840,83,101,53,20,5,28,1998,608,1053,2,10,0,0,0,5,12,1,0,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00419260,19980528,0,NA,NA,c(-99.5393332, 29.5611028)
6232379,109,ROTAN,1,1,1,4200,840,83,101,54,19,6,28,1998,604,1016,22,5,1,0,0,14,28,1,6,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Increasing,US1TXFS0007,19980628,NA,NA,NA,c(-100.6269467, 32.8875543)
6232382,184,CASA PIEDRA,1,1,1,4200,840,83,101,81,35,6,13,1998,628,1130,21,23,25,7,0,26,76,1,2,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00415593,19980613,NA,NA,NA,c(-104.0259486, 30.0400667)
6232386,204,GUERRA,1,1,1,4200,840,83,101,7,36,5,16,1998,614,1035,1,0,0,0,0,1,1,NULL,39,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USC00419976,19980516,0,31.7,25.6,c(-99.1225297, 26.780834)
6232390,301,PROGRESO,1,1,0,4200,840,83,101,7,36,5,15,1998,616,1047,4,1,2,0,0,5,7,1,39,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,US1TXHDL054,19980515,NA,NA,NA,c(-97.9422829, 26.1561647)
6232391,334,POWELL PARK,1,1,0,4230,840,83,101,4,25,6,8,1998,604,1019,0,0,0,0,1,1,1,1,18,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,US1TXSA0001,19980608,NA,NA,NA,c(-94.0901569, 31.1248877)
6232393,336,BONNER,1,1,1,4230,840,83,101,8,21,6,19,1998,551,1036,0,0,1,1,0,2,2,1,75,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,US1TXFT0003,19980619,NA,NA,NA,c(-96.2228399, 31.8611947)
6232395,353,HAWLEY,1,1,1,4230,840,83,101,54,19,6,6,1998,600,942,0,9,0,0,0,3,9,1,32,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,USC00419154,19980606,NA,NA,NA,c(-99.8104549, 32.5914336)
6232395,353,HAWLEY,1,1,1,4200,840,83,101,54,19,6,6,1998,600,942,4,0,0,0,0,3,4,1,32,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Increasing,USC00419154,19980606,NA,NA,NA,c(-99.8104549, 32.5914336)
6232397,371,PANHANDLE,1,1,1,4230,840,83,101,55,18,6,7,1998,558,957,0,0,0,0,4,1,4,1,17,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Stable,USC00415127,19980607,NA,NA,NA,c(-100.9735949, 35.3720817)
6232401,410,CAVASARA CR.,1,1,1,4230,840,83,101,7,36,5,17,1998,614,1041,0,0,0,1,0,1,1,NULL,30,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,US1TXZP0002,19980517,NA,NA,NA,c(-99.4368652, 27.0420753)
6232443,306,FORT MORGAN,1,1,1,4230,840,17,101,36,18,6,7,1998,453,908,0,0,3,0,0,1,3,1,6,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Stable,US1COMR0088,19980607,NA,NA,NA,c(-103.7997669, 40.3492697)
6232443,306,FORT MORGAN,1,1,1,6160,840,17,101,36,18,6,7,1998,453,908,0,0,0,0,3,1,3,1,6,1,931,Bank Swallow,Hirondelle de rivage,Passeriformes,Hirundinidae,Riparia,riparia,Riparia riparia,NA,Increasing,US1COMR0088,19980607,NA,NA,NA,c(-103.7997669, 40.3492697)
6232445,307,JULESBURG,1,1,1,4200,840,17,101,36,18,5,30,1998,448,841,1,0,0,1,0,2,2,1,9,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,USC00056225,19980530,NA,NA,NA,c(-102.3257889, 40.9679121)
6232445,307,JULESBURG,1,1,1,4230,840,17,101,36,18,5,30,1998,448,841,0,1,0,0,4,3,5,1,9,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Stable,USC00056225,19980530,NA,NA,NA,c(-102.3257889, 40.9679121)
6232499,91,LINGLE,1,1,1,4200,840,92,101,36,18,6,14,1998,504,944,0,0,0,1,0,1,1,1,5,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,US1WYGS0039,19980614,NA,NA,NA,c(-104.4550699, 42.1325837)
6232550,348,EASTON,1,1,0,4230,840,83,101,4,25,5,31,1998,540,945,3,5,2,9,3,11,22,1,14,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Decreasing,Decreasing,USC00413877,19980531,0,37.2,22.8,c(-94.5702105, 32.3870612)
6232585,4,LOCUST BAYOU,1,1,0,4230,840,7,101,4,25,6,5,1998,530,952,1,1,0,0,0,2,2,1,84,1,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,USW00000373,19980605,NA,NA,NA,c(-92.6974039, 33.5907857)
6232587,6,HOPE,1,1,1,4230,840,7,101,4,25,6,12,1998,533,955,0,1,2,0,0,2,3,1,0,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,US1ARHM0005,19980612,NA,NA,NA,c(-93.6694105, 33.6627163)
6232620,19,BUCKEYE,1,1,1,4200,840,38,101,35,19,6,10,1998,540,1020,3,0,0,0,0,1,3,1,6,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Increasing,US1KSDK0007,19980610,NA,NA,NA,c(-97.1112208, 39.0607981)
6232620,19,BUCKEYE,1,1,1,4230,840,38,101,35,19,6,10,1998,540,1020,0,0,0,1,0,1,1,1,6,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,US1KSDK0007,19980610,NA,NA,NA,c(-97.1112208, 39.0607981)
6232650,6,PETRONILA,1,1,1,4200,840,83,101,6,37,5,31,1998,604,1042,32,20,12,8,8,40,80,1,115,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,USW00012946,19980531,NA,NA,NA,c(-97.4706489, 27.6881977)
6232657,14,ABARR,1,1,1,4200,840,17,101,36,18,6,13,1998,457,930,10,0,0,0,0,5,10,1,1,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,US1COYU0012,19980613,NA,NA,NA,c(-102.6325909, 39.8307687)
6232658,17,CAMPBELLTON,1,1,1,4200,840,83,101,7,21,5,28,1998,606,1000,6,3,0,3,0,7,12,1,13,1,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Decreasing,Decreasing,US1TXMCM001,19980528,NA,NA,NA,c(-98.38854, 28.6737143)
6232665,21,LAMAR,1,1,1,4200,840,17,101,36,18,6,7,1998,455,852,3,0,0,0,0,3,3,1,0,0,164,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,NA,Decreasing,US1COPW0040,19980607,NA,NA,NA,c(-102.5212329, 38.1437717)
6232694,1,OLD MILO,1,1,1,4230,840,7,101,4,25,6,5,1999,525,948,1,6,2,3,3,7,15,1,116,0,186,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,NA,Decreasing,USC00032598,19990605,NA,NA,NA,c(-91.8906744, 33.3121558)
